model,ablation,fold,subset,actual,predicted,count,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,configuration_id
tcn,temporal_r0,1,test,distraction,distraction,285,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,alert,alert,1010,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,alert,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,alert,distraction,70,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,fatigue,alert,17,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,fatigue,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,fatigue,distraction,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,distraction,alert,57,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,distraction,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,validation,distraction,distraction,19,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,alert,alert,1494,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,alert,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,alert,distraction,77,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,fatigue,alert,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,fatigue,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,fatigue,distraction,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,distraction,alert,127,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,distraction,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,2,test,distraction,distraction,166,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,alert,alert,840,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,alert,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,alert,distraction,146,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,fatigue,alert,13,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,fatigue,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,fatigue,distraction,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,distraction,alert,92,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,distraction,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,validation,distraction,distraction,60,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,alert,alert,1281,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,alert,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,alert,distraction,86,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,fatigue,alert,19,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,fatigue,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,fatigue,distraction,2,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,distraction,alert,56,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,distraction,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,3,test,distraction,distraction,56,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,alert,alert,904,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,alert,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,alert,distraction,108,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,fatigue,alert,17,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,fatigue,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,fatigue,distraction,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,distraction,alert,48,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,distraction,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,validation,distraction,distraction,48,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,alert,alert,796,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,alert,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,alert,distraction,161,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,fatigue,alert,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,fatigue,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,fatigue,distraction,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,distraction,alert,96,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,distraction,fatigue,0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
tcn,temporal_r0,4,test,distraction,distraction,42,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,G2,R0,60,42,,A,none,qualification_r0_w60_b1024
transformer,temporal_r0,1,validation,alert,alert,953,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,alert,distraction,46,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,fatigue,alert,1,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,distraction,alert,118,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,distraction,distraction,37,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,alert,alert,1016,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,alert,distraction,74,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,fatigue,alert,44,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,fatigue,distraction,18,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,distraction,alert,122,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,test,distraction,distraction,254,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,alert,alert,955,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,alert,distraction,119,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,fatigue,alert,12,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,distraction,alert,39,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,validation,distraction,distraction,35,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,alert,alert,1461,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,alert,distraction,99,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,fatigue,alert,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,distraction,alert,99,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,2,test,distraction,distraction,182,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,alert,alert,857,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,alert,distraction,112,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,fatigue,alert,11,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,distraction,alert,102,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,validation,distraction,distraction,43,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,alert,alert,1294,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,alert,distraction,71,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,fatigue,alert,22,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,distraction,alert,64,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,3,test,distraction,distraction,42,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,alert,alert,905,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,alert,distraction,97,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,fatigue,alert,12,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,distraction,alert,51,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,validation,distraction,distraction,40,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,alert,alert,812,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,alert,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,alert,distraction,134,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,fatigue,alert,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,fatigue,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,fatigue,distraction,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,distraction,alert,103,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,distraction,fatigue,0,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,4,test,distraction,distraction,27,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,G2,R0,150,42,,A,none,qualification_r0_w150_b1024
transformer,temporal_r0,1,validation,alert,alert,759,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
